2025-06-11 04:03:45,281 - INFO - Starting feature engineering pipeline
2025-06-11 04:10:33,677 - INFO - Starting feature engineering pipeline
2025-06-11 04:13:38,764 - INFO - Starting feature engineering pipeline
2025-06-11 04:19:21,654 - INFO - Starting feature engineering pipeline
2025-06-11 04:28:23,470 - INFO - Starting feature engineering pipeline
2025-06-11 04:29:34,147 - INFO - Starting feature engineering pipeline
2025-06-11 04:32:59,171 - INFO - Starting feature engineering pipeline
2025-06-11 04:37:55,315 - INFO - Starting feature engineering pipeline
2025-06-11 04:43:12,579 - INFO - Starting feature engineering pipeline
2025-06-11 04:47:09,328 - INFO - Starting feature engineering pipeline
2025-06-11 04:50:35,678 - INFO - Starting feature engineering pipeline
2025-06-11 04:54:06,479 - INFO - Starting feature engineering pipeline
2025-06-11 04:54:46,305 - INFO - Starting feature engineering pipeline
2025-06-11 04:57:45,613 - INFO - Starting feature engineering pipeline
2025-06-11 05:00:33,468 - INFO - Starting feature engineering pipeline
2025-06-11 16:50:24,644 - INFO - Starting feature engineering pipeline
2025-06-11 16:51:07,723 - INFO - Starting feature engineering pipeline
2025-06-11 16:52:33,736 - INFO - Starting feature engineering pipeline
2025-06-11 17:08:46,115 - INFO - Starting feature engineering pipeline
2025-06-11 18:50:17,008 - INFO - Starting feature engineering pipeline
2025-06-12 01:36:24,011 - INFO - Starting feature engineering pipeline
2025-06-12 01:44:36,842 - INFO - Starting feature engineering pipeline
2025-06-12 02:05:15,105 - INFO - Starting feature engineering pipeline
2025-06-12 02:13:16,422 - INFO - Starting feature engineering pipeline
2025-06-12 02:21:46,122 - INFO - Starting feature engineering pipeline
2025-06-12 02:29:21,561 - INFO - Starting feature engineering pipeline
2025-06-12 02:37:46,541 - INFO - Starting feature engineering pipeline
2025-06-12 03:20:50,257 - INFO - Starting feature engineering pipeline
2025-06-12 03:29:29,114 - INFO - Starting feature engineering pipeline
2025-06-12 03:35:04,877 - INFO - Starting feature engineering pipeline
2025-06-12 03:46:05,628 - INFO - Starting feature engineering pipeline
2025-06-12 04:07:11,454 - INFO - Starting feature engineering pipeline
2025-06-12 04:13:53,786 - INFO - Starting feature engineering pipeline
2025-06-12 04:22:34,860 - INFO - Starting feature engineering pipeline
2025-06-12 04:29:23,228 - INFO - Starting feature engineering pipeline
2025-06-12 04:29:45,143 - INFO - Starting feature engineering pipeline
2025-06-12 04:36:40,783 - INFO - Starting feature engineering pipeline
2025-06-12 04:37:33,737 - INFO - Starting feature engineering pipeline
2025-06-12 04:42:08,226 - INFO - Starting feature engineering pipeline
2025-06-12 13:48:10,759 - INFO - Starting feature engineering pipeline
2025-06-12 16:25:54,563 - INFO - Starting feature engineering pipeline
2025-06-12 16:37:54,146 - INFO - Starting feature engineering pipeline
2025-06-13 02:30:55,372 - INFO - Starting feature engineering pipeline
2025-06-13 02:46:31,054 - INFO - Starting feature engineering pipeline
2025-06-13 02:50:35,559 - INFO - Starting feature engineering pipeline
2025-06-13 02:55:12,873 - INFO - Starting feature engineering pipeline
2025-06-13 03:01:11,798 - INFO - Starting feature engineering pipeline
2025-06-13 03:54:46,082 - INFO - Starting feature engineering pipeline
2025-06-13 04:22:18,030 - INFO - Starting feature engineering pipeline
2025-06-13 04:26:14,918 - INFO - Starting feature engineering pipeline
2025-06-13 06:53:14,795 - INFO - Successfully imported FeatureEngineeringPipeline
2025-06-13 06:53:14,802 - INFO - Loading data from C:\Users\Nanaba\Desktop\football_player_scouting_ml\data\processed\fifa_players_cleaned.csv
2025-06-13 06:53:16,417 - INFO - Successfully loaded data with shape (142079, 64)
2025-06-13 06:53:16,456 - INFO - Initializing feature engineering pipeline
2025-06-13 06:53:16,505 - INFO - Processing features for target: overall
2025-06-13 06:53:16,506 - INFO - Original features: 62
2025-06-13 06:53:16,510 - INFO - Starting feature engineering pipeline
2025-06-13 06:53:16,513 - ERROR - Pipeline encountered an error: 'FeatureEngineeringConfig' object has no attribute '_warn_missing_columns'
2025-06-13 06:53:16,515 - ERROR - Input data columns: ['sofifa_id', 'short_name', 'player_positions', 'value_eur', 'wage_eur', 'age', 'height_cm', 'weight_kg', 'club_name', 'league_name', 'league_level', 'club_position', 'nationality_name', 'preferred_foot', 'weak_foot', 'skill_moves', 'international_reputation', 'work_rate', 'body_type', 'pace', 'shooting', 'passing', 'dribbling', 'defending', 'physic', 'attacking_crossing', 'attacking_finishing', 'attacking_heading_accuracy', 'attacking_short_passing', 'attacking_volleys', 'skill_dribbling', 'skill_curve', 'skill_fk_accuracy', 'skill_long_passing', 'skill_ball_control', 'movement_acceleration', 'movement_sprint_speed', 'movement_agility', 'movement_reactions', 'movement_balance', 'power_shot_power', 'power_jumping', 'power_stamina', 'power_strength', 'power_long_shots', 'mentality_aggression', 'mentality_interceptions', 'mentality_positioning', 'mentality_vision', 'mentality_penalties', 'mentality_composure', 'defending_marking_awareness', 'defending_standing_tackle', 'defending_sliding_tackle', 'goalkeeping_diving', 'goalkeeping_handling', 'goalkeeping_kicking', 'goalkeeping_positioning', 'goalkeeping_reflexes', 'goalkeeping_speed', 'year', 'growth_potential']
2025-06-16 14:08:50,411 - INFO - Successfully imported FeatureEngineeringPipeline
2025-06-16 14:08:50,411 - INFO - Loading data from C:\Users\Nanaba\Desktop\football_player_scouting_ml\data\processed\fifa_players_cleaned.csv
2025-06-16 14:08:52,245 - INFO - Successfully loaded data with shape (142079, 64)
2025-06-16 14:08:52,305 - INFO - Initializing feature engineering pipeline
2025-06-16 14:08:52,352 - INFO - Processing features for target: overall
2025-06-16 14:08:52,359 - INFO - Original features: 62
2025-06-16 14:08:52,363 - INFO - Starting feature engineering pipeline
2025-06-16 14:08:52,363 - ERROR - Pipeline encountered an error: 'FeatureEngineeringConfig' object has no attribute '_warn_missing_columns'
